link,jobPostNumber,score,date,designation,country,city,jobPostText
https://whova.com//event-job/kdd-2025-job-opportunities/,18,9,2026-06-15,PhD Student,Singapore,Singapore,"
PhD/Postdoc positions at NUS - ML Systems


National University of Singapore

 The Future Computing Lab (FCL) at NUS is looking for multiple highly qualified Ph.D. students, starting in Fall 2026. See this link for more info about the admission process: https://wenqijiang.github.io/recruiting/ About: Wenqi Jiang is an Assistant Professor at the National University of Singapore. Before that, he completed his PhD at ETH Zurich, Master at Columbia University, and Bachelor at Huazhong University of Science and Technology. Wenqi has published first-author papers in a wide range of top conferences, such as SIGMOD, VLDB, ISCA, SC, MLSys, and KDD. Due to his research contributions, Wenqi has been recognized as one of the ML and Systems Rising Stars and received the AMD HACC Outstanding Award.Research Interests: Wenqi works on systems for machine learning, with research spanning the boundaries of data management, computer systems, and computer architecture. His research has pioneered several important topics in machine learning systems, including retrieval-augmented generation (RAG), vector search, and recommender systems. 

Link:
                                https://wenqijiang.github.io/recruiting/ 
                                
                        



"
https://whova.com//event-job/kdd-2025-job-opportunities/,23,9,2026-06-15,Principal and Senior Applied Scientists,Unknown,Unknown,"
Principal and Senior Applied Scientists


Amazon

 Work on next gen AI centric supply chain.Looking for principal and senior scientists with experience in agentic AI including evaluation, simulation,  learning and building ML tools.
                                
                                
Link:
                                None
                                
                        



"
https://whova.com//event-job/kdd-2025-job-opportunities/,24,9,2026-06-15,"Founding Team Lead, AI Research Engineering",United States,San Francisco,"
Founding Team Lead, AI Research Engineering


Adyen

 Adyen is building a top-tier AI research engineering team in San Francisco to help drive our next chapter of innovation. This is a rare opportunity to join as a founding engineer and play a critical role in shaping how we apply AI across our global platform.We’re looking for a highly technical, hands-on team lead who is deeply immersed in the latest AI research—especially Generative AI (GenAI), Large Language Models (LLMs), and agentic workflows—and is excited to translate ideas into scalable, production-ready systems. You’ll work closely with global teams to explore how AI can enhance our products, improve our infrastructure, and create real business impact.While the initial focus is on technical depth and execution, we’re looking for someone who also brings experience mentoring others or leading small teams—and who’s excited to help shape and grow our AI presence in the Bay Area over time.
                                
                                
Link:
                                https://grnh.se/l4xk8w8y1us
                                
                        



"
https://whova.com//event-job/kdd-2025-job-opportunities/,25,9,2026-06-15,Staff Level Research Engineer,Unknown,Amsterdam,"
Staff Level Research Engineer, AI


Adyen

 Adyen is building a top-tier AI research engineering team to drive our next chapter of innovation using AI across the entire company. This is a highly technical, hands-on leadership role focused on translating cutting-edge AI research into robust, scalable, and production-ready applications within the financial technology sector. As a Staff Level Research Engineer, you'll operate with a high degree of autonomy and responsibility, delivering strategic, high-impact outcomes that bridge the gap between advanced AI research and global-scale production systems. Our AI research efforts are expanding, with ML scientists in Amsterdam collaborating on significant projects that could impact trillions of dollars in transactions annually.
                                
                                
Link:
                                https://grnh.se/k3ts7akg1us
                                
                        



"
https://whova.com//event-job/kdd-2025-job-opportunities/,26,9,2026-06-15,Senior AI Research Engineer,Netherlands,Amsterdam,"
Senior AI Research Engineer


Adyen

 Adyen is building a top-tier AI research engineering team to drive our next chapter of innovation using AI across the entire company. This is a highly technical, hands-on leadership role focused on translating cutting-edge AI research into robust, scalable, and production-ready applications within the financial technology sector. As a Senior Research Engineer, you'll operate with a high degree of autonomy and responsibility, delivering strategic, high-impact outcomes that bridge the gap between advanced AI research and global-scale production systems. Our AI research efforts are expanding, with ML scientists in Amsterdam collaborating on significant projects that could impact trillions of dollars in transactions annually.
                                
                                
Link:
                                https://grnh.se/7mevgszu1us
                                
                        



"
https://whova.com//event-job/kdd-2025-job-opportunities/,27,9,2026-06-15,Senior Machine Learning Scientist,Netherlands,Amsterdam,"
Senior Machine Learning Scientist


Adyen

 Adyen is looking for a Senior Machine Learning Scientist to join our team in Amsterdam, a person sitting at the cornerstone of algorithms, mathematics, and engineering, who can solve problems by designing and implementing production-ready machine learning solutions. You will be responsible for building, developing and deploying algorithms that power data products at Adyen. 
                                
                                
Link:
                                https://grnh.se/dou0cl571us
                                
                        



"
https://whova.com//event-job/kdd-2025-job-opportunities/,31,9,2026-06-15,PhD Student,Unknown,Bowling Green,"
phd opening


Bowling Green State University

 phd in data science, graph ml, responsible AI, LLMs
                                
                        



"
https://whova.com//event-job/kdd-2025-job-opportunities/,35,9,2026-06-15,Senior Machine Learning Scientist,Unknown,Unknown,"
Expedia Senior Machine Learning Scientist


Expedia

 In this role, you will:Lead development of advanced ML-powered recommender systems and relevance algorithms at scale.Architect end-to-end ML solutions for high-throughput, low-latency personalized recommendations across partner segments.Provide technical leadership and mentorship, fostering innovation and continuous learning.Collaborate cross-functionally to align ML solutions with business strategy and partner needs.Guide a full-stack ML team, supporting technical growth and implementation.Conduct and present advanced analyses, ensuring models deliver business value and comply with legal and commercial standards.
                                
                        



"
https://whova.com//event-job/kdd-2025-job-opportunities/,38,9,2026-06-15,Staff Machine Learning Engineer,Unknown,Unknown,"
Staff Machine Learning Engineer, Monetization


Pinterest

 DescriptionAbout Pinterest:Within the Ads Performance and Ads Delivery teams, we try to connect the dots between the aspirations of Pinners and the products offered by our partners. Pinterest Machine Learning Engineers build personalized experiences to help Pinners create a life they love. With just over 4,000 global employees, our teams are small, mighty, and still growing. At Pinterest, you’ll experience hands-on access to an incredible vault of data and contribute large-scale recommendation systems in ways you won’t find anywhere else.We are currently hiring for multiple Staff Machine Learning Engineer roles across our Ads Ranking and Ads Retrieval teams.As a Staff Machine Learning Engineer, you will lead innovation across a spectrum of cutting-edge technologies vital to our advertising ecosystem, and drive the development of state-of-the-art applied machine learning systems. The scope of the work includes evolving our machine learning technology stack for ads ranking, building the next generation of scalable ads retrieval models, and powering discovery for millions of shoppers, and more. This is a high-impact opportunity to shape the future of Pinterest Shopping Ads, directly impacting user experience and advertiser success in a unique discovery-driven marketplace.What we’re looking for:MS or PhD degree in Computer Science, Statistics or related field6+ years of industry experience building production machine learning systems at scale, data mining, search, recommendations, and/or natural language processing2+ years of experience leading projects and mentoring team membersStrong mathematical skills with knowledge of statistical methodsExcellent written and verbal communication skills and strong cross-functional collaborationBackground in computational advertising is a plus, but not required
                                
                                
Link:
                                https://www.linkedin.com/jobs/view/4184038869
                                
                        



"
https://whova.com//event-job/kdd-2025-job-opportunities/,41,9,2026-06-15,Machine Learning Engineer and Research Scientists,Unknown,Unknown,"
Machine Learning Engineer and Research Scientists at all levels


EvenUp

 Hello KDD community! 👋At EvenUp, we’re not just a legal-tech startup—we’re tackling the same frontier challenges every Gen-AI innovator faces. Our mission? Automate the tedious “paperwork + human touch” workflows to disrupt legacy sectors—law firms, insurance, banking, healthcare, real estate, HR, government—and unlock new efficiencies, cost savings, and growth opportunities.⸻What we’re building	•	Document AI pipelines that understand, extract, and transform complex legal text	•	Agentic systems that orchestrate multi-step workflows via LLM “agents”	•	Systems of Action that trigger downstream processes as soon as insights are generatedWho we’re looking for	•	Machine Learning & AI talent at all levels (engineers, researchers, data scientists)	•	Curious PhD interns eager to push the boundaries of LLMs, RAGs, fine-tuning, and beyond🚀 Ready to shape the future of intelligent systems?Apply now:• https://lnkd.in/gHuipuqz• https://lnkd.in/g5NpZEEP• https://lnkd.in/gMys4MAhCome to my keynote (Monday) on Document AI in the Agentic & Gen AI workshop! Have questions or want to chat? Ping me on Whova!
                                
                                
Link:
                                None
                                
                        



"
https://whova.com//event-job/kdd-2025-job-opportunities/,43,9,2026-06-15,Senior Machine Learning Engineer,Unknown,Unknown,"
Senior Machine Learning Engineer - Insights 


Cresta 

 Cresta is on a mission to turn every customer conversation into a competitive advantage by unlocking the true potential of the contact center. Born from the prestigious Stanford AI lab, Cresta's co-founder and chairman is Sebastian Thrun, the genius behind Google X, Waymo, Udacity, and more. Our leadership also includes CEO, Ping Wu, the co-founder of Google Contact Center AI and Vertex AI platform, and co-founder, Tim Shi, an early member of Open AI.About the role:At Cresta, the Insights Team is dedicated to leveraging Large Language Models (LLMs) and AI techniques to extract actionable intelligence from conversations. We develop models and systems that analyze customer interactions, identify key topics, and provide structured insights that impact business outcomes. Our work enables organizations to make data-driven decisions and optimize customer experience through AI-powered exploration and interactive workflows.A key focus of this role is developing agentic workflows that empower users to dynamically interact with AI-driven insights, refining and guiding the discovery process in an interactive and iterative manner. Additionally, this role will involve designing and implementing LLM evaluation frameworks to assess model performance, reliability, and usability in real-world applications. Our goal is to provide users with intelligent, context-aware AI agents that surface the most relevant insights and allow for deeper exploration of conversational data.As a Machine Learning Engineer, you will be at the forefront of applying state-of-the-art NLP and LLM techniques to understand conversations at scale. Your work will focus on developing robust, scalable AI solutions that extract meaning, evaluate LLM effectiveness, and provide real-time insights to our customers through intuitive, agent-driven workflows.
                                
                                
Link:
                                https://job-boards.greenhouse.io/cresta/jobs/4741283008
                                
                        



"
https://whova.com//event-job/kdd-2025-job-opportunities/,44,9,2026-06-15,Senior Machine Learning Engineer,Unknown,Unknown,"
Senior Machine Learning Engineer -  AI Agent 


Cresta 

 Cresta is on a mission to turn every customer conversation into a competitive advantage by unlocking the true potential of the contact center. Born from the prestigious Stanford AI lab, Cresta's co-founder and chairman is Sebastian Thrun, the genius behind Google X, Waymo, Udacity, and more. Our leadership also includes CEO, Ping Wu, the co-founder of Google Contact Center AI and Vertex AI platform, and co-founder, Tim Shi, an early member of Open AI.At Cresta, the AI Agent team is on a mission to create state-of-the-art AI Agents that solve practical problems for our customers. We are focused on leveraging the latest technologies in Large Language Models (LLMs) and AI Agent systems, while ensuring that the solutions we develop are cost-effective, secure, and reliable. This role will involve hands-on work on cutting-edge projects, requiring innovative and passionate machine learning engineers who can bring research into practical, scalable applications.As a Machine Learning Engineer, your goal will be to take AI Agents from the realm of research and bring them into practical, real-world use cases. This includes developing and deploying proprietary LLMs, scaling AI solutions, and addressing key challenges such as evaluation and reliability. While we’re focused on real-world application rather than pure research, you’ll be working with some of the most advanced technologies in the GenAI space.This is a unique opportunity to shape the future of AI at Cresta by solving complex problems and bringing breakthrough AI advancements into production environments.
                                
                                
Link:
                                https://job-boards.greenhouse.io/cresta/jobs/4249943008
                                
                        



"
https://whova.com//event-job/kdd-2025-job-opportunities/,45,9,2026-06-15,Senior Full Stack Engineer (AI Agent),Unknown,Unknown,"
Senior Full Stack Engineer (AI Agent) 


Cresta 

 Cresta is on a mission to turn every customer conversation into a competitive advantage by unlocking the true potential of the contact center. Born from the prestigious Stanford AI lab, Cresta's co-founder and chairman is Sebastian Thrun, the genius behind Google X, Waymo, Udacity, and more. Our leadership also includes CEO, Ping Wu, the co-founder of Google Contact Center AI and Vertex AI platform, and co-founder, Tim Shi, an early member of Open AI.About the role:Are you a full-stack developer who loves building beautiful user experiences and harnessing the power of cutting-edge AI? We’re looking for a Fullstack Engineer to join us at Cresta and help take our AI Agent Builder platform to the next level. In this role, you’ll focus primarily on the front-end (while diving into the back-end as needed) to create an intuitive builder that lets users craft their own AI agents with ease and confidence. You’ll work closely with Product, Design, AI/ML, and Data teams to bring this vision to life.We’re looking for engineers with a high-agency mindset—people who take initiative, move projects forward without waiting for perfect instructions, and creatively navigate challenges. You’ll have the autonomy to drive impactful features end-to-end, shape user experiences that make AI accessible, and solve complex technical and UX problems with ownership and persistence.Imagine working on a platform that gives people superpowers to build AI. That’s what the AI Agent Builder is all about – an innovative self-serve tool that empowers anyone to design and deploy AI-driven agents through a friendly interface. It’s cutting-edge AI meets intuitive design. By joining our team, you’ll be at the forefront of an exciting movement to democratize AI technology, making it accessible and impactful for businesses and users everywhere.

Link:
                                https://job-boards.greenhouse.io/cresta/jobs/4648881008
                                
                        



"
https://whova.com//event-job/kdd-2025-job-opportunities/,47,9,2026-06-15,Principal Applied Scientist,Unknown,Unknown,"
Principal Applied Scientist - GenAI, Amazon Sponsored Products


Amazon

 Are you interested in computational advertising and sponsored recommendations? Do you thrive in a fast-paced organization with significant impact on hundreds of millions of customers? Do you love to innovate at the intersection of customer experience, deep learning, and high-scale machine learning systems? If so, Amazon Sponsored Products could be the right place for you.We are seeking a Principal Applied Scientist to lead development in Generative AI (GenAI) and Large Language Models (LLMs) to revolutionize our end-to-end advertising flow. This is a rare opportunity to redefine how ads are retrieved, allocated, and experienced—elevating them into personalized, contextually aware, and inspiring components of the customer journey. You will have the opportunity to fundamentally transform areas such as ad retrieval, ad allocation, whole-page relevance, and differentiated recommendations through the lens of GenAI. By building novel generative models grounded in both Amazon’s rich data and the world’s collective knowledge, your work will shape how customers engage with ads, discover products, and make purchasing decisions. If you are passionate about applying frontier AI to real-world problems with massive scale and impact, this is your opportunity to define the next chapter of advertising science.
                                
                                
Link:
                                https://www.amazon.jobs/en/jobs/3012718/principal-applied-scientist-genai-amazon-sponsored-products
                                
                        



"
https://whova.com//event-job/kdd-2025-job-opportunities/,52,9,2026-06-15,Postdoc,Germany,Dresden,"
Postdoc in LLMs/Knowledge Graph/GraphML


TU Dresden & ScaDS.AI

 Looking for a Postdoc position in NLP, LLMs, Knowledge Graphs, or Graph ML? Join Prof. Dr. Michael Färber's team at ScaDS.AI, TU Dresden, Germany!What you'll do: * Conduct independent research and publish at top-tier conferences (CORE A) * Support and mentor PhD students * Initiate and write research grant proposals * Collaborate on national and international projects * Participate in teaching activities (seminars)We're looking for someone with: * A PhD in CS, AI, Math, Physics, or Computational Linguistics * A strong publication record in the listed areas * Hands-on experience with AI (NLP/ML) model development, ideally in an HPC environment * Passion for scientific research & grant applications * Excellent English skillsStart Date: As soon as possible (flexible!). Initial contract up to 2 years (extension possible). Remuneration: TV-L E13 (100%).Apply by August 10, 2025! Send your application (single PDF: CV, cover letter, supporting docs) via the TUD SecureMail Portal or directly to jobs-scads.ai@tu-dresden.de, quoting job number ""ScaDS.AI Färber E13"".Attending KDD 2025? Feel free to connect with me to learn more!
                                
                                
Link:
                                https://faerber-lab.github.io/news/8_postdocE13_2025/
                                
                        



"
https://whova.com//event-job/kdd-2025-job-opportunities/,53,9,2026-06-15,Senior Postdoc / Assistant Prof,Germany,Dresden,"
Senior Postdoc / Assistant Prof in LLMs, Knowledge Graphs, or Graph ML


TU Dresden & ScaDS.AI

 Seeking a Senior Postdoc / Assistant Professor in NLP, LLMs, Knowledge Graphs, or Graph ML? Join Prof. Dr. Michael Färber's team at ScaDS.AI, TU Dresden, Germany!What you'll do: * Initiate, coordinate, and write research grant proposals * Lead independent, high-impact research projects and publish at top-tier venues (CORE A) * Manage national and international collaborations (industry, interdisciplinary) * Take a leading role in supervising and mentoring PhD and Master's students * Engage in teaching activities (specialized seminars)We're looking for someone with: * A PhD in CS, AI, Math, Physics, or Computational Linguistics * A strong, proven publication record in top-tier venues (e.g., ACL, EMNLP, NeurIPS, KDD, WWW, AAAI) * Proven success in securing research grants * Solid experience developing AI models (NLP/ML) on HPC systems * Experience supervising students and managing research projects * Excellent English communication skills (written and spoken) * Prior postdoctoral research experience is a plus!Start Date: As soon as possible, but flexible. Initial contract up to 2 years (extension possible).Remuneration: TV-L E14 (100%).Habilitation possible upon request. No habilitation required.Apply by August 10, 2025! Send your application (single PDF: CV, cover letter, supporting docs) via the TUD SecureMail Portal or directly to jobs-scads.ai@tu-dresden.de, quoting job number ""ScaDS.AI Färber E14"".Attending KDD 2025? Feel free to connect with me to learn more!
                                
                                
Link:
                                https://faerber-lab.github.io/news/7_postdocE14_2025/
                                
                        



"
https://whova.com//event-job/kdd-2025-job-opportunities/,56,9,2026-06-15,Machine Learning Engineer,Unknown,Unknown,"
ML Engineer at Meta


Meta

 Software Engineer, Machine LearningPlease send your resume and interested position to email ilol@meta.com
                                
                                
Link:
                                https://www.metacareers.com/jobs/9918139294935575
                                
                        



"
https://whova.com//event-job/kdd-2025-job-opportunities/,64,9,2026-06-15,PhD Student,Unknown,Unknown,"
Academic Researcher at Meta (part-time)


Meta

 We are looking for 1-2 PhD students to join Meta as part-time academic researchers, prefer background on LLM, GenAI, RL, causal learning etc. About the team We are Applied AI research team from Meta Monetization. We develop large-scale advanced deep models for different problems in ads recommendation, including ads ranking, ads supply and quality. We build large deep models to empower ads personalization for the billion users, including Multi-task, Multi-domain, Mixture-of-Experts based deep learning framework, deep reinforcement learning, advanced sequence learning, and so on.
                                
                                
Link:
                                None
                                
                        



"
https://whova.com//event-job/kdd-2025-job-opportunities/,65,9,2026-06-15,Machine Learning Engineer/Scientist,Unknown,Unknown,"
Machine Leaning Engineer/Scientist at Meta


Meta

 We are looking for a Machine Learning Engineer/Scientist (E4/E5) with solid experience in Deep Learning, Causal Learning, RL, optimization, GenAI etc. Industrial experience in large-scale Ad/recommendation system is preferred.About the team We are Applied AI research team from Meta Monetization. We develop large-scale advanced deep models for different problems in ads recommendation, including ads ranking, ads supply and quality. We build large deep models to empower ads personalization for the billion users, including Multi-task, Multi-domain, Mixture-of-Experts based deep learning framework, deep reinforcement learning, advanced sequence learning, and so on.
                                
                                
Link:
                                None
                                
                        



"
https://whova.com//event-job/kdd-2025-job-opportunities/,66,9,2026-06-15,Research Scientist,Japan,Tokyo,"
LLM Agent Research Scientist(Full time)


Sony

 We aim to develop groundbreaking tools and services through the application of AI Agents (AI systems that use large language models to enable automation of tasks). On our team, you will gain hands-on experience with exploratory and challenging projects, ranging from research and development to the development of new services or new functions using research results.As such, you will be responsible for the research and development of AI agent in a project that focuses on the application of AI agent to business activities (marketing, promotion, development, etc.), as well as the implementation of developed algorithms for those systems.Here are some of our recent papers in arxiv:- Mirror in the Model: Ad Banner Image Generation via Reflective Multi-LLM and Multi-modal Agents- BannerAgency: Advertising Banner Design with Multimodal LLM Agents- Talk structurally, act hierarchically: A collaborative framework for llm multi-agent systemsResponsibilities■Research, development, and evaluation of state-of-the-art algorithms in AI agent.■Application of software engineering skills.■Presentation of performance report.■Communication with collaborators, including non-ML experts.■Development of libraries for the practical use of research results.■Writing papers about research results to be submitted to scientific journals and/or top international conferences.Required qualifications■Ph.D. in Computer Science or a related field.■Expertise and excellent research track record in LLM agent and/or a related field.■Implementation skills to advance research and development in Python.■Strong communication, interpersonal, and presentation skills.■Ability to work independently and in a team environment.Feel free to contact me, I will also be poster session in Aug.5, evening, and oral presentation in afternoon of Aug. 5!
                                
                                
Link:
                                https://sonyglobal.wd1.myworkdayjobs.com/en-US/SonyJapanCareers/details/Fulltime---Machine-Learning-Researcher--AI-Agent-_JR-118074
                                
                        



"
https://whova.com//event-job/kdd-2025-job-opportunities/,68,9,2026-06-15,Software Engineer,Unknown,Unknown,"
Software Engineer: GNN expert


Kumo

 Join us at the heart of the Kumo Graph Neural Network and Relational Deep Learning architecture, where you’ll play a pivotal role in shaping and expanding its capabilities. You’ll drive innovative designs that enhance our GNN backbone and integrate cutting-edge temporal learning strategies. Your work will bridge the gap between foundational models and GNNs, tackling diverse use cases like recommendation systems, customer retention, forecasting, and fraud detection. Leverage your expertise in machine learning and AI to solve critical challenges, creating scalable and adaptable solutions that push the boundaries of what’s possible. Get ready to make a significant impact in a dynamic and exciting environment!
                                
                                
Link:
                                https://jobs.lever.co/kumo/e9494ac4-b857-4abf-be77-e3311ceec5b8 Kumo - Software Engineer - GNN Expert
                                
                        



"
https://whova.com//event-job/kdd-2025-job-opportunities/,69,9,2026-06-15,AI Engineer,Unknown,Unknown,"
AI Engineer: Agents for Relational Data


Kumo

 We are developing agentic AI workflows that interact with data scientists, streamline data-driven decision-making, and autonomously propose, refine, and execute complex predictive workflows. Our technology bridges the gap between foundation models and real-world enterprise applications, making AI a trusted, proactive assistant for data teams.
                                
                                
Link:
                                https://jobs.lever.co/kumo/f6a43a7c-3995-49f4-9cf2-0e9e232d4393 Kumo - AI Engineer – Relational Foundation Models & Agents for Relational Data
                                
                        



"
https://whova.com//event-job/kdd-2025-job-opportunities/,70,9,2026-06-15,Applied Scientist,Unknown,Unknown,"
Applied Scientist, Demand Forecasting, SCOT


Amazon.com

 DESCRIPTIONAre you looking for an environment where you can drive innovation, apply state-of-the-art machine learning techniques, and tackle real-world problems at massive scale? Do you want to shape the future of Amazon’s Retail business by designing and deploying deep learning models for time series forecasting? If so, join the Amazon Demand Forecasting Science team! As part of this dynamic team, you will create and implement novel neural network architectures to develop the next generation of foundation time series models, directly influencing how Amazon operates at a global scale.About the teamWe are responsible for accurately predicting sales for millions of products worldwide. Our work reduces costs, drives lower prices, and improves selection for customers - all while leveraging unprecedented volumes of data that only Amazon can offer.
                                
                                
Link:
                                https://www.amazon.jobs/en/jobs/3004313/applied-scientist-demand-forecasting-scot?no_int_redir=1
                                
                        



"
https://whova.com//event-job/kdd-2025-job-opportunities/,74,9,2026-06-15,Applied Scientist and Senior Applied Scientist,Unknown,Unknown,"
Applied Scientist and Senior Applied Scientist, Product Knowledge GenAI


Amazon

 Lead the development of cutting-edge AI models to power Amazon's eCommerce ontology - the authoritative source of product knowledge driving exceptional customer experiences.Applied Scientists in this role solve problems related to product classification, attribute extraction, ontology modeling, data integration and enrichment, and scalable knowledge services. It's challenging due to the vast scale, heterogeneous data sources, and evolving domains, but exciting for pushing boundaries in ML, NLP, and knowledge representation research.If you're passionate about driving innovation at scale, we want to hear from you!Key job responsibilities- Lead the research and development of novel AI solutions to enrich and curate Amazon's product ontology (Product Knowledge) at scale- Develop scalable data processing pipelines and architectures to ingest, transform, and enrich product data from various sources (seller listings, customer reviews, etc.)- Collaborate with engineers to design and implement robust services- Work closely with product managers, stakeholders, and subject matter experts to identify opportunities for innovation and drive the roadmap for Product Knowledge- Mentor and upskill junior scientists and engineers, fostering a culture of continuous learning and knowledge sharing- Communicate complex technical concepts and research findings effectively to diverse audiences, including leadership, cross-functional teams, and the wider scientific community- Stay up-to-date with the latest advancements in machine learning, natural language processing, knowledge representation, and related fields, and identify opportunities to apply them to Product Knowledge
                                
                                
Link:
                                https://amazon.jobs/en/jobs/2773266/senior-applied-scientist-product-knowledge-genai
                                
                        



"
https://whova.com//event-job/kdd-2025-job-opportunities/,76,9,2026-06-15,Senior AI Software Engineer,Unknown,Unknown,"
Senior AI Software Engineer, GenAI Framework at NVIDIA


NVIDIA

 NVIDIA is now looking for AI Software Engineers for our GenAI Frameworks (Megatron Core and NeMo Framework) team. Megatron Core and NeMo Framework are open-source, scalable and cloud-native frameworks built for researchers and developers working on Large Language Models (LLM) and Multimodal (MM) foundation model pretraining and post-training. Our GenAI Frameworks provide end-to-end model training, including pretraining, alignment, customization, evaluation, deployment and tooling to optimize performance and user experience.In this critical role, you will expand Megatron Core and NeMo Framework’s capabilities, enabling users to develop, train, and optimize models by designing and implementing the latest in distributed training algorithms, model parallel paradigms, model optimizations, defining robust APIs, meticulously analyzing and tuning performance, and expanding our toolkits and libraries to be more comprehensive and coherent. You will collaborate with internal partners, users, and members of the open source community to analyze, design, and implement highly optimized solutions.Ways to stand out from the crowd:Hands-on experience in large-scale AI training, with a deep understanding of core compute system concepts (such as latency/throughput bottlenecks, pipelining, and multiprocessing) and demonstrated excellence in related performance analysis and tuning.Expertise in distributed computing, model parallelism, and mixed precision trainingPrior experience with Generative AI techniques applied to LLM and Multi-Modal learning (Text, Image, and Video).Knowledge of GPU/CPU architecture and related numerical software.Contributions to open source deep learning frameworks.
                                
                                
Link:
                                https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Senior-AI-Software-Engineer--GenAI-Framework_JR1997692
                                
                        



"
https://whova.com//event-job/kdd-2025-job-opportunities/,77,9,2026-06-15,Applied scientist/engineer,United States,Unknown,"
Applied scientist/engineer at all levels


Thomson Reuters Labs

 Please find details in the linked page.
                                
                                
Link:
                                https://www.thomsonreuters.com/en/careers/our-jobs/join-thomson-reuters-labs
                                
                        



"
https://whova.com//event-job/kdd-2025-job-opportunities/,81,9,2026-06-15,Applied Scientist II,Unknown,Unknown,"
Applied Scientist II


Qualtrics

 We are looking for talented and innovative Applied Scientist to bring our Machine Learning and Artificial Intelligence R&D and strategy to the next level. Our goal is to personalize the Qualtrics experience using ML and AI features showcasing Qualtrics data as a core value proposition and competitive advantage.As a Machine Learning Applied Scientist at Qualtrics, you should love building cutting-edge predictive models to solve hard customer problems. Crafting models in an agile environment to withstand hyper growth and owning quality from end-to-end is a rewarding challenge and one of the reasons Qualtrics is such an exciting place to work!
                                
                                
Link:
                                https://www.qualtrics.com/careers/us/en/job/7026681/Applied-Scientist-II
                                
                        



"
https://whova.com//event-job/kdd-2025-job-opportunities/,86,9,2026-06-15,Postdoc,Germany,Marburg,"
Postdoc on AI for Untangling Maternal Immune Activation (Hessian.AI)


Hessian.AI, Marburg University

 Do you want to develop and apply AI and machine learning methods to improving maternal and neonatal health by understanding their immune system? Then apply for Prof. Martin Becker’s Hessian.AI group at Marburg University, Germany. We  are offering a postdoc position in a large-scale research collaboration (CRC 1713, UKE Hamburg) for up to four years and an excellent environment to build your own scientific profile. We provide an excellent environment to build your own scientific profile by integrating you into one of Germany’s top AI innovation centers, Hessian.AI, as well as a strong international network including Stanford, UC San Diego, McGill, or Lund University.What you will doDevelopment and applications of AI and machine learning methods for understanding maternal immune activation (deep learning and graph neural networks for bio-medical multi-modal integration, multiomics analysis, longitudinal pattern mining, and XAI)Tight collaboration with world-leading biologists as part of the CRC 1713 on “Maternal Immune Activation”Independently driving high impact open research to publish at top-tier conferences (CORE A) and journals (Nature, Science, etc.) Scientific services in research and teaching, including the supervision and mentoring junior researchersHow to applyReach out to me at KDD2025 or via e-mail: martin.becker@uni-marburg.de(please start the e-mail subject with “CRC MIA:”)The official job application portal will open soon at: https://bckrlab.org/join-us Application deadline: between August 31st and September 15th (TBA)
                                
                                
Link:
                                https://bckrlab.org/join-us
                                
                        



"
https://whova.com//event-job/kdd-2025-job-opportunities/,87,9,2026-06-15,Postdoc,Germany,Marburg,"
Postdoc + PhD on Cell Culture Processing for Personalized Clinical Cell Therapy


Hessian.AI, Marburg and Rostock University

 Do you want to develop and apply AI and machine learning for tracking and optimizing end‑to‑end cell culture processing for personalized clinical cell therapy. Then apply for Prof. Martin Becker’s Hessian.AI group at Marburg University, Germany (with a co-location at Rostock University). We  are offering a postdoc and a PhD position in a large-scale research project with a world-leading biotechnology company for up to four years. We provide an excellent environment to build your own scientific profile by integrating you into one of Germany’s top AI innovation centers, Hessian.AI, as well as a strong international network including Stanford, UC San Diego, McGill, or Lund University.More information here: https://bckrlab.org/join-us What you will doDevelopment and applications of AI and machine learning methods for tracking and optimizing end‑to‑end cell culture processing for personalized clinical cell therapy (deep learning and graph neural networks for bio-medical multi-modal integration, single cell analysis, longitudinal pattern mining, and XAI)Tight collaboration with world-leading biologists, engineers and biotechniciansIndependently driving high impact open research to publish at top-tier conferences (CORE A) and journals (Nature, Science, etc.) Scientific services in research and teaching, and including the supervision and mentoring junior researchersHow to applyReach out to me at KDD2025 or via e-mail: martin.becker@uni-marburg.de(please start the e-mail subject with “NEXCELL::”)The official job application portal will open soon at: https://bckrlab.org/join-us Application deadline: between August 31st and September 15th (TBA)
                                
                                
Link:
                                https://bckrlab.org/join-us
                                
                        



"
https://whova.com//event-job/kdd-2025-job-opportunities/,90,9,2026-06-15,Applied Scientist,Unknown,Unknown,"
Applied Scientist 


Amazon

 The Selling Partner Experience (SPX) organization strives to make Amazon the best place for Selling Partners to do business. The SPX AI Lab team is building the AI capabilities powering the Selling Assistant, Amazon’s conversational assistant experience for Selling Partners. The Selling Assistant is a trusted partner and a seasoned advisor that’s always available to enable our partners to thrive in Amazon’s stores. It takes away the cognitive load of selling on Amazon by providing a single interface to handle a diverse set of selling needs. The assistant always stays by the seller’s side, talks to them in their language, enables them to capitalize on opportunities, and helps them accomplish their business goals with ease. It is powered by the latest advances in Generative AI, going beyond a typical chatbot to provide an intuitive, intelligent, and personalized experience to sellers running real businesses, large and small.
                                
                                
Link:
                                https://amazon.jobs/en/jobs/3018386/applied-scientist-spx-ai-lab
                                
                        



"
